0 [[1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [8, 0], [9, 0], [10, 0], [11, 0], [12, 0], [13, 0], [14, 0], [15, 0], [16, 0], [17, 0], [18, 0], [19, 0], [20, 0], [21, 0], [22, 0], [23, 0], [24, 0], [25, 0], [26, 0], [27, 0], [28, 0], [29, 0], [30, 0]]
43 [[1, 259437512.9618414], [2, 193603185.17812118], [3, 0], [4, 251391970.5064107], [5, 207099011.64950952], [6, 257141030.08416918], [7, 214270613.38229835], [8, 260712783.4981136], [9, 234369999.48362982], [10, 249665411.37826276], [11, 0], [12, 255246217.15104663], [13, 260919944.8920179], [14, 0], [15, 256147235.1596733], [16, 0], [17, 256979249.1792948], [18, 0], [19, 257708683.72740602], [20, 257332705.53957704], [21, 258657666.91444534], [22, 229782682.3924317], [23, 251719169.75074318], [24, 255280476.25297624], [25, 144515829.50578415], [26, 0], [27, 256162505.27695605], [28, 257450337.4938094], [29, 0], [30, 0]]
44 [[1, 259529616.4811493], [2, 254526837.45161584], [3, 0], [4, 251391970.5064107], [5, 194518813.97941142], [6, 244282060.16833836], [7, 214270613.38229835], [8, 260712783.4981136], [9, 216554999.22544473], [10, 229330822.75652552], [11, 0], [12, 255246217.15104663], [13, 260919944.8920179], [14, 0], [15, 256147235.1596733], [16, 254865507.07644302], [17, 256979249.1792948], [18, 0], [19, 245417367.45481205], [20, 0], [21, 258657666.91444534], [22, 0], [23, 251719169.75074318], [24, 260420635.90631646], [25, 113144786.88223019], [26, 0], [27, 256162505.27695605], [28, 244900674.9876188], [29, 0], [30, 0]]
45 [[1, 249059232.96229857], [2, 254526837.45161584], [3, 254997434.07693943], [4, 253711207.7587164], [5, 181938616.30931333], [6, 244282060.16833836], [7, 0], [8, 0], [9, 198739998.96725965], [10, 229330822.75652552], [11, 252890890.51698187], [12, 245234047.4741587], [13, 0], [14, 0], [15, 0], [16, 254865507.07644302], [17, 257756708.99029222], [18, 0], [19, 245417367.45481205], [20, 0], [21, 247315333.82889068], [22, 0], [23, 0], [24, 260420635.90631646], [25, 113144786.88223019], [26, 0], [27, 0], [28, 232351012.4814282], [29, 0], [30, 0]]
46 [[1, 249059232.96229857], [2, 252797606.30792266], [3, 254997434.07693943], [4, 253711207.7587164], [5, 169358418.63921523], [6, 0], [7, 0], [8, 0], [9, 180924998.70907456], [10, 0], [11, 235781781.03396374], [12, 220468094.9483174], [13, 257492616.439243], [14, 0], [15, 0], [16, 254865507.07644302], [17, 245513417.98058444], [18, 261156525.29543743], [19, 255018789.2244393], [20, 0], [21, 247315333.82889068], [22, 0], [23, 0], [24, 250691998.57437277], [25, 252468225.56985962], [26, 0], [27, 0], [28, 219801349.9752376], [29, 0], [30, 0]]
47 [[1, 259061011.4500291], [2, 235595212.61584532], [3, 252012102.92046118], [4, 253711207.7587164], [5, 169358418.63921523], [6, 0], [7, 0], [8, 258112582.0589919], [9, 180924998.70907456], [10, 257461677.52281705], [11, 235781781.03396374], [12, 195702142.4224761], [13, 257492616.439243], [14, 0], [15, 0], [16, 254865507.07644302], [17, 245513417.98058444], [18, 261156525.29543743], [19, 255018789.2244393], [20, 254383038.10557187], [21, 253436682.99765286], [22, 0], [23, 0], [24, 250691998.57437277], [25, 252468225.56985962], [26, 253666727.36711824], [27, 254600791.65177792], [28, 207251687.469047], [29, 0], [30, 0]]
48 [[1, 248122022.9000582], [2, 218392818.92376798], [3, 234024205.84092236], [4, 253711207.7587164], [5, 254573150.1354203], [6, 250706023.8504731], [7, 0], [8, 246225164.11798382], [9, 258179562.1110658], [10, 244923355.0456341], [11, 254498754.29885787], [12, 195702142.4224761], [13, 257492616.439243], [14, 0], [15, 254764079.4521038], [16, 258442016.5351006], [17, 256700791.22594914], [18, 252963806.03908676], [19, 0], [20, 254383038.10557187], [21, 253436682.99765286], [22, 256594227.4641439], [23, 0], [24, 0], [25, 0], [26, 253666727.36711824], [27, 254600791.65177792], [28, 194702024.9628564], [29, 0], [30, 0]]
49 [[1, 248122022.9000582], [2, 201190425.23169065], [3, 234024205.84092236], [4, 0], [5, 254573150.1354203], [6, 231412047.7009462], [7, 253746214.03976157], [8, 246225164.11798382], [9, 246359124.2221316], [10, 244923355.0456341], [11, 254498754.29885787], [12, 248238068.22120607], [13, 244985232.87848598], [14, 0], [15, 254764079.4521038], [16, 246884033.07020122], [17, 256700791.22594914], [18, 252963806.03908676], [19, 0], [20, 0], [21, 0], [22, 243188454.9282878], [23, 0], [24, 0], [25, 0], [26, 0], [27, 254600791.65177792], [28, 182152362.4566658], [29, 0], [30, 0]]
50 [[1, 258169646.7000499], [2, 201190425.23169065], [3, 256938218.56810233], [4, 251391970.5064107], [5, 249502685.38704446], [6, 231412047.7009462], [7, 237492428.07952315], [8, 255240674.78186506], [9, 234538686.3331974], [10, 252760685.6648217], [11, 0], [12, 248238068.22120607], [13, 244985232.87848598], [14, 0], [15, 257608513.58962455], [16, 246884033.07020122], [17, 257186984.7638647], [18, 252963806.03908676], [19, 0], [20, 0], [21, 0], [22, 243188454.9282878], [23, 0], [24, 0], [25, 259996067.2552132], [26, 0], [27, 254600791.65177792], [28, 169602699.95047522], [29, 0], [30, 0]]
51 [[1, 258169646.7000499], [2, 252427182.9637345], [3, 243876437.13620466], [4, 232783941.01282138], [5, 249502685.38704446], [6, 251652025.44447058], [7, 237492428.07952315], [8, 240481349.56373012], [9, 234538686.3331974], [10, 252760685.6648217], [11, 255767463.7024176], [12, 256187460.05290887], [13, 260919944.8920179], [14, 253895993.19364718], [15, 257608513.58962455], [16, 258190264.48441246], [17, 244373969.5277294], [18, 252963806.03908676], [19, 0], [20, 253276630.81834373], [21, 256968895.2000319], [22, 255542520.61921197], [23, 0], [24, 0], [25, 259996067.2552132], [26, 0], [27, 0], [28, 157053037.44428462], [29, 0], [30, 0]]
52 [[1, 257770689.3049854], [2, 252427182.9637345], [3, 243876437.13620466], [4, 232783941.01282138], [5, 0], [6, 251652025.44447058], [7, 257503168.63279495], [8, 225722024.34559518], [9, 0], [10, 254604378.9886437], [11, 255767463.7024176], [12, 242374920.10581774], [13, 251839889.7840358], [14, 253895993.19364718], [15, 256982891.953366], [16, 258190264.48441246], [17, 244373969.5277294], [18, 252963806.03908676], [19, 256660507.7553794], [20, 236553261.63668746], [21, 256968895.2000319], [22, 255542520.61921197], [23, 0], [24, 0], [25, 0], [26, 0], [27, 0], [28, 157053037.44428462], [29, 0], [30, 0]]
53 [[1, 257770689.3049854], [2, 254526837.45161584], [3, 256938218.56810233], [4, 254712344.21038774], [5, 0], [6, 250706023.8504731], [7, 245006337.2655899], [8, 225722024.34559518], [9, 258179562.1110658], [10, 254604378.9886437], [11, 254498754.29885787], [12, 228562380.1587266], [13, 251839889.7840358], [14, 257184302.2647918], [15, 256982891.953366], [16, 0], [17, 256700791.22594914], [18, 235927612.07817352], [19, 256660507.7553794], [20, 236553261.63668746], [21, 255076583.82456985], [22, 0], [23, 255379318.31622827], [24, 250691998.57437277], [25, 255861064.23460907], [26, 0], [27, 0], [28, 0], [29, 0], [30, 0]]
54 [[1, 0], [2, 254526837.45161584], [3, 243876437.13620466], [4, 254712344.21038774], [5, 0], [6, 250706023.8504731], [7, 232509505.89838484], [8, 253460345.5858215], [9, 258179562.1110658], [10, 0], [11, 238997508.59771574], [12, 214749840.21163547], [13, 0], [14, 257184302.2647918], [15, 0], [16, 254865507.07644302], [17, 243401582.45189828], [18, 218891418.11726028], [19, 250945934.57157436], [20, 0], [21, 255076583.82456985], [22, 0], [23, 255379318.31622827], [24, 250691998.57437277], [25, 241722128.46921813], [26, 0], [27, 0], [28, 0], [29, 251347023.7507624], [30, 0]]
55 [[1, 0], [2, 0], [3, 243876437.13620466], [4, 256130662.09530106], [5, 257419802.3299019], [6, 0], [7, 220012674.5311798], [8, 253460345.5858215], [9, 252184999.7418149], [10, 0], [11, 223496262.8965736], [12, 200937300.26454434], [13, 0], [14, 261262092.15119445], [15, 0], [16, 254865507.07644302], [17, 243401582.45189828], [18, 218891418.11726028], [19, 231891869.14314872], [20, 0], [21, 0], [22, 0], [23, 0], [24, 255280476.25297624], [25, 241722128.46921813], [26, 0], [27, 0], [28, 0], [29, 232694047.5015248], [30, 254846029.77853477]]
56 [[1, 260006255.63621312], [2, 0], [3, 260575387.1939305], [4, 256130662.09530106], [5, 244839604.6598038], [6, 0], [7, 207515843.16397473], [8, 255240674.78186506], [9, 234369999.48362982], [10, 257461677.52281705], [11, 207995017.19543147], [12, 187124760.3174532], [13, 0], [14, 261262092.15119445], [15, 0], [16, 0], [17, 255239974.33439863], [18, 0], [19, 231891869.14314872], [20, 0], [21, 0], [22, 0], [23, 0], [24, 255280476.25297624], [25, 250903316.9225479], [26, 0], [27, 253282241.01131418], [28, 0], [29, 214041071.2522872], [30, 254846029.77853477]]
57 [[1, 260006255.63621312], [2, 0], [3, 251150774.387861], [4, 257524271.67306453], [5, 232259406.9897057], [6, 0], [7, 207515843.16397473], [8, 255240674.78186506], [9, 216554999.22544473], [10, 257461677.52281705], [11, 192493771.49428934], [12, 173312220.37036207], [13, 0], [14, 261262092.15119445], [15, 0], [16, 0], [17, 240479948.66879725], [18, 0], [19, 254149393.38818145], [20, 0], [21, 0], [22, 0], [23, 0], [24, 246388816.63888332], [25, 250903316.9225479], [26, 0], [27, 253282241.01131418], [28, 0], [29, 195388095.0030496], [30, 257438192.0058583]]
58 [[1, 257232765.80861714], [2, 0], [3, 251150774.387861], [4, 257524271.67306453], [5, 219679209.31960762], [6, 257141030.08416918], [7, 0], [8, 260712783.4981136], [9, 198739998.96725965], [10, 256044888.2172683], [11, 192493771.49428934], [12, 173312220.37036207], [13, 0], [14, 261262092.15119445], [15, 0], [16, 0], [17, 240479948.66879725], [18, 253975706.26984635], [19, 254149393.38818145], [20, 0], [21, 0], [22, 250702859.33819845], [23, 0], [24, 246388816.63888332], [25, 249042786.9908405], [26, 0], [27, 0], [28, 252256985.0800183], [29, 195388095.0030496], [30, 257438192.0058583]]
59 [[1, 244465531.6172343], [2, 254476259.48413447], [3, 254997434.07693943], [4, 0], [5, 207099011.64950952], [6, 257141030.08416918], [7, 0], [8, 260712783.4981136], [9, 198739998.96725965], [10, 256044888.2172683], [11, 255767463.7024176], [12, 256187460.05290887], [13, 256950316.15540802], [14, 252517666.0149157], [15, 257608513.58962455], [16, 258041869.57297072], [17, 257186984.7638647], [18, 253975706.26984635], [19, 250945934.57157436], [20, 247227675.38345224], [21, 0], [22, 250702859.33819845], [23, 0], [24, 251860090.50324428], [25, 249042786.9908405], [26, 0], [27, 0], [28, 252256985.0800183], [29, 0], [30, 257438192.0058583]]
60 [[1, 231698297.42585143], [2, 254476259.48413447], [3, 239994868.15387887], [4, 0], [5, 207099011.64950952], [6, 251652025.44447058], [7, 0], [8, 0], [9, 252184999.7418149], [10, 251678421.12709323], [11, 241534927.40483522], [12, 242374920.10581774], [13, 243900632.31081605], [14, 235035332.0298314], [15, 257608513.58962455], [16, 258041869.57297072], [17, 244373969.5277294], [18, 0], [19, 231891869.14314872], [20, 247227675.38345224], [21, 255076583.82456985], [22, 253262581.6468596], [23, 244640716.4966814], [24, 251860090.50324428], [25, 255861064.23460907], [26, 0], [27, 0], [28, 0], [29, 0], [30, 257438192.0058583]]
61 [[1, 231698297.42585143], [2, 247090395.2278153], [3, 239994868.15387887], [4, 251335374.9654658], [5, 254608213.55560467], [6, 251652025.44447058], [7, 257566409.296689], [8, 0], [9, 252184999.7418149], [10, 233559192.72643688], [11, 226786639.4235889], [12, 242374920.10581774], [13, 243900632.31081605], [14, 235035332.0298314], [15, 251547004.30678058], [16, 255434358.82110062], [17, 244373969.5277294], [18, 0], [19, 212816002.8091108], [20, 246875374.59773698], [21, 255076583.82456985], [22, 253262581.6468596], [23, 218732958.27485693], [24, 0], [25, 255861064.23460907], [26, 0], [27, 0], [28, 0], [29, 0], [30, 0]]
62 [[1, 257962224.3214724], [2, 247090395.2278153], [3, 0], [4, 232670749.93093163], [5, 254608213.55560467], [6, 0], [7, 245132818.593378], [8, 0], [9, 258154901.91595933], [10, 233559192.72643688], [11, 212038351.44234258], [12, 255277135.3603308], [13, 251470358.30611384], [14, 258281592.13567853], [15, 233094008.61356115], [16, 255434358.82110062], [17, 254828121.40162486], [18, 253009853.6862923], [19, 193740136.47507286], [20, 246875374.59773698], [21, 261432720.9730174], [22, 254143513.29167184], [23, 218732958.27485693], [24, 0], [25, 250303657.13696057], [26, 0], [27, 0], [28, 0], [29, 0], [30, 0]]
63 [[1, 257962224.3214724], [2, 247090395.2278153], [3, 0], [4, 232670749.93093163], [5, 0], [6, 0], [7, 245132818.593378], [8, 0], [9, 258154901.91595933], [10, 251880771.59934366], [11, 212038351.44234258], [12, 255277135.3603308], [13, 232940716.61222768], [14, 246563184.27135706], [15, 214641012.92034173], [16, 0], [17, 254828121.40162486], [18, 236019707.37258458], [19, 174664270.14103493], [20, 257256173.31129178], [21, 261432720.9730174], [22, 254143513.29167184], [23, 0], [24, 0], [25, 250303657.13696057], [26, 0], [27, 0], [28, 0], [29, 0], [30, 255864736.70592743]]
64 [[1, 259354769.06265336], [2, 247090395.2278153], [3, 255936114.6755268], [4, 256912088.44869998], [5, 0], [6, 255519657.69619662], [7, 256212117.30376655], [8, 0], [9, 258154901.91595933], [10, 233761543.19868731], [11, 252229536.1086731], [12, 247366897.3029144], [13, 232940716.61222768], [14, 246563184.27135706], [15, 196188017.2271223], [16, 0], [17, 257186984.7638647], [18, 219029561.05887687], [19, 174664270.14103493], [20, 257256173.31129178], [21, 258796455.1121604], [22, 0], [23, 256931108.51321033], [24, 0], [25, 0], [26, 0], [27, 0], [28, 0], [29, 0], [30, 255864736.70592743]]
65 [[1, 259354769.06265336], [2, 0], [3, 255936114.6755268], [4, 256912088.44869998], [5, 253036220.90748787], [6, 241039315.39239323], [7, 256212117.30376655], [8, 252306850.59522378], [9, 246309803.83191866], [10, 233761543.19868731], [11, 252229536.1086731], [12, 247366897.3029144], [13, 251470358.30611384], [14, 255692685.45972705], [15, 177735021.53390288], [16, 258268360.7328202], [17, 244373969.5277294], [18, 219029561.05887687], [19, 250924133.66596207], [20, 254070917.58708492], [21, 247592910.22432083], [22, 0], [23, 256931108.51321033], [24, 251098691.4553746], [25, 0], [26, 0], [27, 252451063.49778238], [28, 0], [29, 0], [30, 248008667.35918972]]
66 [[1, 256976935.3868575], [2, 0], [3, 255936114.6755268], [4, 257489288.56719148], [5, 253036220.90748787], [6, 241039315.39239323], [7, 0], [8, 252306850.59522378], [9, 246309803.83191866], [10, 254255288.18876052], [11, 253845371.472595], [12, 255277135.3603308], [13, 232940716.61222768], [14, 255692685.45972705], [15, 177735021.53390288], [16, 246536721.46564043], [17, 231560954.2915941], [18, 256502733.52598602], [19, 250924133.66596207], [20, 238141835.17416984], [21, 236389365.33648124], [22, 0], [23, 0], [24, 251098691.4553746], [25, 255590205.26472285], [26, 0], [27, 252451063.49778238], [28, 0], [29, 253413849.48629582], [30, 248008667.35918972]]
67 [[1, 256976935.3868575], [2, 247090395.2278153], [3, 255936114.6755268], [4, 257489288.56719148], [5, 260835376.60530967], [6, 253980931.65505612], [7, 0], [8, 258164044.19537795], [9, 255905202.8912911], [10, 254255288.18876052], [11, 237690742.94519], [12, 255277135.3603308], [13, 232940716.61222768], [14, 0], [15, 256990302.4089125], [16, 234805082.19846064], [17, 218747939.05545878], [18, 243005467.05197203], [19, 0], [20, 238141835.17416984], [21, 236389365.33648124], [22, 0], [23, 0], [24, 0], [25, 241180410.5294457], [26, 0], [27, 0], [28, 0], [29, 253413849.48629582], [30, 254572233.60791034]]
68 [[1, 256976935.3868575], [2, 247090395.2278153], [3, 0], [4, 0], [5, 260835376.60530967], [6, 237961863.31011224], [7, 256212117.30376655], [8, 246328088.3907559], [9, 255905202.8912911], [10, 254255288.18876052], [11, 237690742.94519], [12, 255990412.8734665], [13, 257458537.84231463], [14, 0], [15, 256990302.4089125], [16, 223073442.93128085], [17, 205934923.81932348], [18, 243005467.05197203], [19, 0], [20, 0], [21, 0], [22, 255567927.45438263], [23, 0], [24, 0], [25, 226770615.79416856], [26, 0], [27, 0], [28, 0], [29, 253553386.14821023], [30, 239144467.21582067]]
69 [[1, 256976935.3868575], [2, 247090395.2278153], [3, 0], [4, 0], [5, 0], [6, 237961863.31011224], [7, 256212117.30376655], [8, 246328088.3907559], [9, 0], [10, 238510576.37752104], [11, 257544944.45631447], [12, 241980825.74693298], [13, 244917075.68462926], [14, 0], [15, 0], [16, 211341803.66410106], [17, 193121908.58318818], [18, 0], [19, 0], [20, 0], [21, 0], [22, 255567927.45438263], [23, 0], [24, 0], [25, 212360821.05889142], [26, 0], [27, 0], [28, 0], [29, 253553386.14821023], [30, 239144467.21582067]]
70 [[1, 256211155.06331027], [2, 247090395.2278153], [3, 0], [4, 256912088.44869998], [5, 257603815.4545057], [6, 0], [7, 0], [8, 258164044.19537795], [9, 0], [10, 238510576.37752104], [11, 257544944.45631447], [12, 241980825.74693298], [13, 232375613.5269439], [14, 0], [15, 0], [16, 199610164.39692128], [17, 180308893.34705287], [18, 0], [19, 0], [20, 0], [21, 0], [22, 0], [23, 0], [24, 0], [25, 197951026.32361427], [26, 0], [27, 0], [28, 0], [29, 251347023.7507624], [30, 0]]
71 [[1, 256211155.06331027], [2, 253240343.41074118], [3, 0], [4, 243824176.89739996], [5, 245207630.90901142], [6, 0], [7, 251571191.02639002], [8, 246328088.3907559], [9, 258154901.91595933], [10, 0], [11, 252619728.09945247], [12, 251128375.30124015], [13, 219834151.36925852], [14, 0], [15, 0], [16, 187878525.1297415], [17, 167495878.11091757], [18, 0], [19, 0], [20, 0], [21, 0], [22, 0], [23, 250890856.21542782], [24, 0], [25, 197951026.32361427], [26, 0], [27, 0], [28, 256854657.37754583], [29, 251347023.7507624], [30, 257387568.656112]]
72 [[1, 0], [2, 253240343.41074118], [3, 254951563.71636367], [4, 230736265.34609994], [5, 245207630.90901142], [6, 257132906.68232694], [7, 233142382.05278003], [8, 234492132.58613384], [9, 258154901.91595933], [10, 0], [11, 252619728.09945247], [12, 232256750.6024803], [13, 219834151.36925852], [14, 0], [15, 0], [16, 176146885.8625617], [17, 167495878.11091757], [18, 0], [19, 0], [20, 0], [21, 257206455.0380509], [22, 0], [23, 250890856.21542782], [24, 255223390.16242534], [25, 0], [26, 0], [27, 0], [28, 243709314.75509167], [29, 253789343.06532028], [30, 244775137.31222397]]
73 [[1, 0], [2, 254319330.656277], [3, 239903127.43272734], [4, 230736265.34609994], [5, 256130016.1589215], [6, 244265813.3646539], [7, 233142382.05278003], [8, 222656176.78151178], [9, 257111856.92566317], [10, 257455078.77572596], [11, 253845371.472595], [12, 213385125.90372044], [13, 253710916.38753954], [14, 0], [15, 0], [16, 176146885.8625617], [17, 256700791.22594914], [18, 0], [19, 0], [20, 254288666.14151073], [21, 257206455.0380509], [22, 0], [23, 0], [24, 240446780.32485068], [25, 0], [26, 0], [27, 254622169.6161697], [28, 230563972.1326375], [29, 253789343.06532028], [30, 244775137.31222397]]
74 [[1, 258885544.15220854], [2, 254319330.656277], [3, 239903127.43272734], [4, 254690042.79997066], [5, 256130016.1589215], [6, 231398720.04698083], [7, 257566409.296689], [8, 222656176.78151178], [9, 244223713.85132635], [10, 244910157.55145192], [11, 237690742.94519], [12, 213385125.90372044], [13, 253710916.38753954], [14, 0], [15, 257614310.11268592], [16, 257270489.95947784], [17, 256700791.22594914], [18, 254912206.87800276], [19, 0], [20, 238577332.28302145], [21, 0], [22, 0], [23, 0], [24, 240446780.32485068], [25, 0], [26, 0], [27, 254622169.6161697], [28, 217418629.51018333], [29, 0], [30, 252817178.6336543]]
75 [[1, 247771088.30441707], [2, 254181572.78817528], [3, 256933449.84460747], [4, 254690042.79997066], [5, 252752749.7908968], [6, 218531626.72930777], [7, 245132818.593378], [8, 0], [9, 231335570.77698952], [10, 232365236.32717788], [11, 237690742.94519], [12, 0], [13, 0], [14, 258281592.13567853], [15, 257614310.11268592], [16, 244540979.91895568], [17, 257756708.99029222], [18, 254912206.87800276], [19, 0], [20, 238577332.28302145], [21, 0], [22, 0], [23, 244092241.77817553], [24, 0], [25, 0], [26, 0], [27, 0], [28, 217418629.51018333], [29, 0], [30, 235634357.2673086]]
76 [[1, 247771088.30441707], [2, 238363145.57635057], [3, 243866899.68921494], [4, 0], [5, 252752749.7908968], [6, 205664533.4116347], [7, 232699227.890067], [8, 0], [9, 231335570.77698952], [10, 219820315.10290384], [11, 252229536.1086731], [12, 0], [13, 0], [14, 246563184.27135706], [15, 0], [16, 244540979.91895568], [17, 245513417.98058444], [18, 252998938.63599724], [19, 0], [20, 257256173.31129178], [21, 0], [22, 0], [23, 218184483.55635107], [24, 0], [25, 0], [26, 0], [27, 0], [28, 0], [29, 0], [30, 235634357.2673086]]
77 [[1, 258885544.15220854], [2, 222544718.36452585], [3, 230800349.53382242], [4, 0], [5, 256130016.1589215], [6, 205664533.4116347], [7, 220265637.186756], [8, 258164044.19537795], [9, 0], [10, 207275393.8786298], [11, 234459072.2173462], [12, 0], [13, 0], [14, 246563184.27135706], [15, 0], [16, 256675926.62683386], [17, 233270126.97087666], [18, 252998938.63599724], [19, 0], [20, 257256173.31129178], [21, 0], [22, 0], [23, 218184483.55635107], [24, 0], [25, 250303657.13696057], [26, 246622218.82600546], [27, 0], [28, 0], [29, 0], [30, 254537786.17902195]]
78 [[1, 247771088.30441707], [2, 222544718.36452585], [3, 230800349.53382242], [4, 0], [5, 256130016.1589215], [6, 248177491.6582581], [7, 220265637.186756], [8, 258164044.19537795], [9, 0], [10, 207275393.8786298], [11, 216688608.3260193], [12, 255990412.8734665], [13, 0], [14, 258281592.13567853], [15, 256990302.4089125], [16, 256675926.62683386], [17, 221026835.9611689], [18, 0], [19, 0], [20, 0], [21, 261432720.9730174], [22, 0], [23, 255296378.87577662], [24, 0], [25, 250303657.13696057], [26, 246622218.82600546], [27, 0], [28, 0], [29, 0], [30, 239075572.3580439]]
79 [[1, 247771088.30441707], [2, 254350316.01355594], [3, 255936114.6755268], [4, 253662899.74868682], [5, 252752749.7908968], [6, 248177491.6582581], [7, 251571191.02639002], [8, 0], [9, 258154901.91595933], [10, 257455078.77572596], [11, 216688608.3260193], [12, 241980825.74693298], [13, 257458537.84231463], [14, 258281592.13567853], [15, 256990302.4089125], [16, 0], [17, 208783544.9514611], [18, 0], [19, 0], [20, 0], [21, 261432720.9730174], [22, 0], [23, 255296378.87577662], [24, 256885950.06691423], [25, 248385565.0288892], [26, 249968385.30344546], [27, 0], [28, 0], [29, 0], [30, 239075572.3580439]]
80 [[1, 256687834.36171058], [2, 254350316.01355594], [3, 255936114.6755268], [4, 253662899.74868682], [5, 252752749.7908968], [6, 260571911.81208462], [7, 233142382.05278003], [8, 251634767.14894068], [9, 258154901.91595933], [10, 244910157.55145192], [11, 252229536.1086731], [12, 241980825.74693298], [13, 244917075.68462926], [14, 258281592.13567853], [15, 0], [16, 0], [17, 208783544.9514611], [18, 0], [19, 0], [20, 0], [21, 0], [22, 249963823.17583168], [23, 250890856.21542782], [24, 243771900.13382846], [25, 226771130.05777842], [26, 249968385.30344546], [27, 252826046.45327926], [28, 0], [29, 0], [30, 0]]
81 [[1, 256687834.36171058], [2, 254181572.78817528], [3, 255936114.6755268], [4, 257489288.56719148], [5, 260835376.60530967], [6, 260571911.81208462], [7, 233142382.05278003], [8, 251634767.14894068], [9, 255905202.8912911], [10, 244910157.55145192], [11, 252229536.1086731], [12, 255990412.8734665], [13, 232375613.5269439], [14, 258281592.13567853], [15, 0], [16, 258434748.30194086], [17, 257854058.94734398], [18, 0], [19, 0], [20, 0], [21, 0], [22, 249963823.17583168], [23, 250890856.21542782], [24, 243771900.13382846], [25, 205156695.08666763], [26, 0], [27, 235652092.9065585], [28, 0], [29, 0], [30, 0]]
82 [[1, 259354769.06265336], [2, 254181572.78817528], [3, 255936114.6755268], [4, 257489288.56719148], [5, 260835376.60530967], [6, 253980931.65505612], [7, 0], [8, 253796618.02159673], [9, 255905202.8912911], [10, 253270471.68296155], [11, 254290600.62220898], [12, 255990412.8734665], [13, 219834151.36925852], [14, 257228109.71559492], [15, 0], [16, 258434748.30194086], [17, 245708117.89468795], [18, 0], [19, 250924133.66596207], [20, 255549759.53486058], [21, 0], [22, 256465594.88588884], [23, 250890856.21542782], [24, 251224687.41289985], [25, 205156695.08666763], [26, 238739052.49255878], [27, 218478139.35983777], [28, 257493592.93846855], [29, 0], [30, 0]]
83 [[1, 248709538.12530673], [2, 0], [3, 255936114.6755268], [4, 257489288.56719148], [5, 257603815.4545057], [6, 237961863.31011224], [7, 0], [8, 253796618.02159673], [9, 252245385.54596558], [10, 253270471.68296155], [11, 254290600.62220898], [12, 260138293.13455263], [13, 219834151.36925852], [14, 257228109.71559492], [15, 0], [16, 258434748.30194086], [17, 245708117.89468795], [18, 0], [19, 231848267.33192414], [20, 241099519.06972116], [21, 0], [22, 256465594.88588884], [23, 250890856.21542782], [24, 232449374.8257997], [25, 250303657.13696057], [26, 238739052.49255878], [27, 218478139.35983777], [28, 257493592.93846855], [29, 0], [30, 0]]
84 [[1, 248709538.12530673], [2, 254319330.656277], [3, 241872229.3510536], [4, 244978577.13438296], [5, 257603815.4545057], [6, 237961863.31011224], [7, 0], [8, 255432850.1846328], [9, 234490771.09193116], [10, 0], [11, 0], [12, 250276586.26910526], [13, 0], [14, 252571977.5956708], [15, 0], [16, 246869496.60388172], [17, 253681486.97992387], [18, 0], [19, 231848267.33192414], [20, 226649278.60458174], [21, 0], [22, 249963823.17583168], [23, 244092241.77817553], [24, 232449374.8257997], [25, 230607314.27392113], [26, 253260347.1645553], [27, 249781272.43406743], [28, 251183792.2258432], [29, 0], [30, 0]]
85 [[1, 0], [2, 238638661.312554], [3, 227808344.0265804], [4, 232467865.70157444], [5, 251846242.16948405], [6, 257132906.68232694], [7, 0], [8, 255432850.1846328], [9, 216736156.63789675], [10, 0], [11, 252229536.1086731], [12, 250276586.26910526], [13, 0], [14, 252571977.5956708], [15, 256990302.4089125], [16, 235304244.90582258], [17, 253681486.97992387], [18, 0], [19, 255678820.88181022], [20, 212199038.13944232], [21, 258796455.1121604], [22, 249963823.17583168], [23, 244092241.77817553], [24, 249785425.54065225], [25, 230607314.27392113], [26, 253260347.1645553], [27, 229562544.86813486], [28, 232367584.45168638], [29, 0], [30, 0]]
86 [[1, 0], [2, 222957991.968831], [3, 227808344.0265804], [4, 232467865.70157444], [5, 233692484.3389681], [6, 244265813.3646539], [7, 251571191.02639002], [8, 0], [9, 216736156.63789675], [10, 257455078.77572596], [11, 234459072.2173462], [12, 0], [13, 257458537.84231463], [14, 0], [15, 256990302.4089125], [16, 223738993.20776343], [17, 253681486.97992387], [18, 0], [19, 255678820.88181022], [20, 212199038.13944232], [21, 258796455.1121604], [22, 0], [23, 0], [24, 249785425.54065225], [25, 252015303.5180606], [26, 0], [27, 209343817.30220228], [28, 213551376.67752957], [29, 251347023.7507624], [30, 0]]
87 [[1, 259354769.06265336], [2, 207277322.625108], [3, 250772899.61409324], [4, 252359434.18160698], [5, 233692484.3389681], [6, 231398720.04698083], [7, 251571191.02639002], [8, 0], [9, 258154901.91595933], [10, 257455078.77572596], [11, 216688608.3260193], [12, 0], [13, 244917075.68462926], [14, 0], [15, 256990302.4089125], [16, 223738993.20776343], [17, 237362973.95984775], [18, 0], [19, 250924133.66596207], [20, 246875374.59773698], [21, 253750804.34435213], [22, 0], [23, 0], [24, 0], [25, 252015303.5180606], [26, 253941144.41382772], [27, 189125089.7362697], [28, 194735168.90337276], [29, 232694047.5015248], [30, 0]]
